date,Open,High,Low,Close,Volume,Adj Close
1980-12-12,0.1283479928970337,0.1289059966802597,0.1283479928970337,0.1283479928970337,469033600,0.09894321113824844
1980-12-15,0.12221000343561172,0.12221000343561172,0.12165199965238571,0.12165199965238571,175884800,0.09378131479024887
1980-12-16,0.1132809966802597,0.1132809966802597,0.11272300034761429,0.11272300034761429,105728000,0.08689790219068527
1980-12-17,0.11551299691200256,0.11607100069522858,0.11551299691200256,0.11551299691200256,86441600,0.08904875069856644
1980-12-18,0.11886200308799744,0.11941999942064285,0.11886200308799744,0.11886200308799744,73449600,0.0916304811835289
1980-12-19,0.12611599266529083,0.12667399644851685,0.12611599266529083,0.12611599266529083,48630400,0.09722259640693665
1980-12-22,0.1322540044784546,0.1328130066394806,0.1322540044784546,0.1322540044784546,37363200,0.10195434838533401
1980-12-23,0.13783499598503113,0.13839299976825714,0.13783499598503113,0.13783499598503113,46950400,0.10625673830509186
1980-12-24,0.14508900046348572,0.14564700424671173,0.14508900046348572,0.14508900046348572,48003200,0.11184881627559662
1980-12-26,0.15848200023174286,0.15904000401496887,0.15848200023174286,0.15848200023174286,55574400,0.12217343598604202
1980-12-29,0.16071400046348572,0.16127200424671173,0.16071400046348572,0.16071400046348572,93161600,0.123894102871418
1980-12-30,0.15736599266529083,0.15736599266529083,0.156808003783226,0.156808003783226,68880000,0.12088296562433243
1980-12-31,0.1529020071029663,0.1529020071029663,0.1523440033197403,0.1523440033197403,35750400,0.11744165420532227
1981-01-02,0.15401799976825714,0.15513400733470917,0.15401799976825714,0.15401799976825714,21660800,0.11873218417167664
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,35728000,0.11615117639303207
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,45158400,0.11098844558000565
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,55686400,0.10625673830509186
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,39827200,0.10410595685243607
