,AAPL,GOOGL,MSFT,AMZN,META,TSLA,NVDA,PYPL,ADBE,INTC
1863,138.8249969482422,96.98999786376953,229.94009399414062,107.43000030517578,127.48999786376953,205.85000610351562,113.22000122070312,81.02999877929688,289.4649963378906,26.094999313354492
1864,138.2899932861328,96.57499694824219,228.5800018310547,106.93000030517578,126.80999755859375,205.05499267578125,112.33999633789062,80.4800033569336,287.9800109863281,25.940000534057617
1865,141.625,100.30999755859375,236.97999572753906,113.01000213623047,131.64999389648438,217.17539978027344,117.5,83.7699966430664,295.2799987792969,26.482500076293945
1866,141.15499877929688,100.06999969482422,236.67999267578125,112.94000244140625,132.27000427246094,219.0800018310547,118.19000244140625,83.47000122070312,293.25,26.40999984741211
1867,141.7100067138672,100.05000305175781,236.49000549316406,112.86799621582031,133.86000061035156,220.44000244140625,118.37000274658203,83.88999938964844,293.3212890625,26.31399917602539
1868,142.4250030517578,100.38500213623047,236.49549865722656,113.04830169677734,134.1199951171875,219.64999389648438,118.6500015258789,83.78990173339844,291.7799987792969,26.309999465942383
1869,142.35000610351562,100.43000030517578,237.72000122070312,113.80000305175781,134.30999755859375,218.41600036621094,118.9000015258789,84.3499984741211,292.8699951171875,26.334999084472656
1870,142.57000732421875,100.2300033569336,237.24000549316406,114.12840270996094,134.1999969482422,219.22000122070312,119.33999633789062,84.38999938964844,294.70001220703125,26.354999542236328
1871,142.41000366210938,100.0199966430664,237.52999877929688,113.81999969482422,134.04100036621094,219.49000549316406,118.87000274658203,84.66000366210938,293.4100036621094,26.420000076293945
1872,145.32000732421875,101.37999725341797,239.77999877929688,116.5250015258789,134.6300048828125,221.27459716796875,119.66500091552734,86.22000122070312,291.9049987792969,26.046600341796875
1873,143.60000610351562,100.33999633789062,236.55999755859375,115.12999725341797,131.99000549316406,219.0,116.98999786376953,85.05999755859375,288.69000244140625,25.684999465942383
1874,144.35000610351562,100.86000061035156,237.7689971923828,116.2125015258789,133.0399932861328,220.7949981689453,118.62000274658203,85.88999938964844,290.5,25.809999465942383
1875,144.9600067138672,100.91999816894531,238.24000549316406,116.43000030517578,133.5399932861328,220.75180053710938,118.97969818115234,85.75,290.2300109863281,25.854999542236328
1876,145.35000610351562,100.95999908447266,238.64999389648438,116.80000305175781,133.75999450683594,221.0399932861328,120.58999633789062,86.11000061035156,291.8999938964844,25.924999237060547
1877,142.76499938964844,100.4800033569336,237.90139770507812,115.91500091552734,132.72999572753906,218.88999938964844,119.0250015258789,85.19999694824219,290.9100036621094,25.700000762939453
