Date,Open,High,Low,Close,Volume,Adj Close
1962-01-02,0.0,0.753125011920929,0.7281249761581421,0.746874988079071,2648000,0.1748318374156952
1962-01-03,0.0,0.78125,0.753125011920929,0.7718750238418579,2092000,0.18068388104438782
1962-01-04,0.0,0.8062499761581421,0.7718750238418579,0.7749999761581421,2884000,0.18141528964042664
1962-01-05,0.0,0.793749988079071,0.7749999761581421,0.778124988079071,1532000,0.18214690685272217
1962-01-08,0.0,0.793749988079071,0.765625,0.7906249761581421,1676000,0.18507292866706848
1962-01-09,0.0,0.8062499761581421,0.78125,0.793749988079071,1604000,0.18580467998981476
1962-01-10,0.0,0.809374988079071,0.7875000238418579,0.8031250238418579,2020000,0.1879991888999939
1962-01-11,0.0,0.84375,0.796875,0.84375,2324000,0.19750896096229553
1962-01-12,0.0,0.862500011920929,0.846875011920929,0.8500000238418579,2660000,0.19897182285785675
1962-01-15,0.0,0.8531249761581421,0.831250011920929,0.831250011920929,1468000,0.1945827752351761
1962-01-16,0.0,0.824999988079071,0.7906249761581421,0.8125,1724000,0.19019374251365662
1962-01-17,0.0,0.809374988079071,0.768750011920929,0.7906249761581421,1200000,0.18507292866706848
1962-01-18,0.0,0.8187500238418579,0.7875000238418579,0.8125,1016000,0.19019374251365662
1962-01-19,0.0,0.831250011920929,0.796875,0.831250011920929,1140000,0.1945827752351761
1962-01-22,0.0,0.840624988079071,0.8125,0.8218749761581421,696000,0.19238810241222382
1962-01-23,0.0,0.828125,0.809374988079071,0.8187500238418579,324000,0.19165673851966858
1962-01-24,0.0,0.8187500238418579,0.796875,0.8125,512000,0.19019374251365662
1962-01-25,0.0,0.84375,0.815625011920929,0.8374999761581421,780000,0.1960456669330597
1962-01-26,0.0,0.8531249761581421,0.824999988079071,0.846875011920929,1492000,0.19824036955833435
1962-01-29,0.0,0.8531249761581421,0.840624988079071,0.84375,560000,0.19750896096229553
1962-01-30,0.0,0.8500000238418579,0.8374999761581421,0.840624988079071,572000,0.19677725434303284
1962-01-31,0.0,0.8968750238418579,0.84375,0.890625,3516000,0.20848152041435242
1962-02-01,0.0,0.918749988079071,0.8968750238418579,0.909375011920929,2516000,0.21287047863006592
1962-02-02,0.0,0.9156249761581421,0.8843749761581421,0.903124988079071,1716000,0.2114075869321823
1962-02-05,0.0,0.909375011920929,0.890625,0.903124988079071,912000,0.2114075869321823
1962-02-06,0.0,0.903124988079071,0.887499988079071,0.8999999761581421,444000,0.21067588031291962
1962-02-07,0.0,0.8968750238418579,0.862500011920929,0.875,1020000,0.20482388138771057
1962-02-08,0.0,0.875,0.84375,0.84375,812000,0.19750896096229553
1962-02-09,0.0,0.856249988079071,0.828125,0.856249988079071,688000,0.20043496787548065
1962-02-12,0.0,0.8500000238418579,0.831250011920929,0.846875011920929,384000,0.19824036955833435
1962-02-13,0.0,0.8687499761581421,0.84375,0.862500011920929,476000,0.20189785957336426
1962-02-14,0.0,0.862500011920929,0.84375,0.846875011920929,292000,0.19824036955833435
1962-02-15,0.0,0.8531249761581421,0.840624988079071,0.840624988079071,376000,0.19677725434303284
1962-02-16,0.0,0.84375,0.828125,0.8374999761581421,688000,0.1960456669330597
1962-02-19,0.0,0.8374999761581421,0.828125,0.8343750238418579,416000,0.1953141987323761
1962-02-20,0.0,0.893750011920929,0.862500011920929,0.875,1884000,0.20482388138771057
1962-02-21,0.0,0.878125011920929,0.8374999761581421,0.8531249761581421,1224000,0.19970321655273438
1962-02-23,0.0,0.8531249761581421,0.8343750238418579,0.840624988079071,436000,0.19677725434303284
1962-02-26,0.0,0.8343750238418579,0.7875000238418579,0.8062499761581421,1548000,0.18873058259487152
1962-02-27,0.0,0.8062499761581421,0.7906249761581421,0.7906249761581421,704000,0.18507292866706848
1962-02-28,0.0,0.7875000238418579,0.778124988079071,0.78125,660000,0.18287844955921173
1962-03-01,0.0,0.8062499761581421,0.784375011920929,0.796875,544000,0.18653617799282074
1962-03-02,0.0,0.8343750238418579,0.800000011920929,0.8187500238418579,616000,0.19165673851966858
1962-03-05,0.0,0.809374988079071,0.800000011920929,0.8062499761581421,256000,0.18873058259487152
1962-03-06,0.0,0.8125,0.778124988079071,0.793749988079071,528000,0.18580467998981476
1962-03-07,0.0,0.796875,0.78125,0.7906249761581421,240000,0.18507292866706848
1962-03-08,0.0,0.796875,0.78125,0.7875000238418579,336000,0.18434153497219086
1962-03-09,0.0,0.7906249761581421,0.78125,0.78125,348000,0.18287844955921173
1962-03-12,0.0,0.778124988079071,0.768750011920929,0.768750011920929,528000,0.179952472448349
1962-03-13,0.0,0.768750011920929,0.7562500238418579,0.765625,520000,0.17922095954418182
1962-03-14,0.0,0.784375011920929,0.762499988079071,0.7718750238418579,396000,0.18068388104438782
1962-03-15,0.0,0.7875000238418579,0.7749999761581421,0.778124988079071,192000,0.18214690685272217
1962-03-16,0.0,0.7749999761581421,0.762499988079071,0.7718750238418579,252000,0.18068388104438782
1962-03-19,0.0,0.765625,0.7593749761581421,0.7593749761581421,276000,0.17775793373584747
1962-03-20,0.0,0.7593749761581421,0.75,0.753125011920929,788000,0.17629481852054596
1962-03-21,0.0,0.815625011920929,0.7562500238418579,0.8031250238418579,1216000,0.1879991888999939
1962-03-22,0.0,0.8062499761581421,0.778124988079071,0.7875000238418579,508000,0.18434153497219086
1962-03-23,0.0,0.7875000238418579,0.778124988079071,0.778124988079071,300000,0.18214690685272217
1962-03-26,0.0,0.793749988079071,0.778124988079071,0.778124988079071,324000,0.18214690685272217
1962-03-27,0.0,0.784375011920929,0.753125011920929,0.765625,1068000,0.17922095954418182
1962-03-28,0.0,0.7906249761581421,0.768750011920929,0.784375011920929,532000,0.1836099773645401
1962-03-29,0.0,0.7906249761581421,0.78125,0.7875000238418579,260000,0.18434153497219086
1962-03-30,0.0,0.78125,0.768750011920929,0.7718750238418579,384000,0.18068388104438782
1962-04-02,0.0,0.768750011920929,0.7562500238418579,0.762499988079071,384000,0.17848940193653107
1962-04-03,0.0,0.7718750238418579,0.7562500238418579,0.765625,368000,0.17922095954418182
1962-04-04,0.0,0.765625,0.7562500238418579,0.7593749761581421,432000,0.17775793373584747
1962-04-05,0.0,0.762499988079071,0.731249988079071,0.75,928000,0.17556332051753998
1962-04-06,0.0,0.7906249761581421,0.75,0.7875000238418579,744000,0.18434153497219086
1962-04-09,0.0,0.7875000238418579,0.765625,0.7718750238418579,288000,0.18068388104438782
1962-04-10,0.0,0.7718750238418579,0.765625,0.765625,240000,0.17922095954418182
1962-04-11,0.0,0.7875000238418579,0.768750011920929,0.768750011920929,396000,0.179952472448349
1962-04-12,0.0,0.8125,0.762499988079071,0.800000011920929,1172000,0.18726758658885956
1962-04-13,0.0,0.8187500238418579,0.800000011920929,0.8062499761581421,1052000,0.18873058259487152
1962-04-16,0.0,0.815625011920929,0.7749999761581421,0.78125,2048000,0.18287844955921173
1962-04-17,0.0,0.7749999761581421,0.7562500238418579,0.7749999761581421,660000,0.18141528964042664
1962-04-18,0.0,0.784375011920929,0.768750011920929,0.778124988079071,392000,0.18214690685272217
1962-04-19,0.0,0.78125,0.768750011920929,0.78125,268000,0.18287844955921173
1962-04-23,0.0,0.784375011920929,0.765625,0.7718750238418579,300000,0.18068388104438782
1962-04-24,0.0,0.793749988079071,0.762499988079071,0.7718750238418579,716000,0.18068388104438782
1962-04-25,0.0,0.78125,0.765625,0.7749999761581421,416000,0.18141528964042664
1962-04-26,0.0,0.796875,0.768750011920929,0.78125,924000,0.18287844955921173
1962-04-27,0.0,0.796875,0.784375011920929,0.7875000238418579,800000,0.18434153497219086
1962-04-30,0.0,0.796875,0.765625,0.7749999761581421,604000,0.18141528964042664
1962-05-01,0.0,0.78125,0.753125011920929,0.778124988079071,636000,0.18214690685272217
1962-05-02,0.0,0.78125,0.765625,0.765625,456000,0.17922095954418182
1962-05-03,0.0,0.78125,0.765625,0.778124988079071,424000,0.18214690685272217
1962-05-04,0.0,0.778124988079071,0.762499988079071,0.768750011920929,180000,0.179952472448349
1962-05-07,0.0,0.7718750238418579,0.7562500238418579,0.7562500238418579,268000,0.17702633142471313
1962-05-08,0.0,0.765625,0.75,0.75,400000,0.17556332051753998
1962-05-09,0.0,0.734375,0.706250011920929,0.7124999761581421,1300000,0.1667851060628891
1962-05-10,0.0,0.715624988079071,0.6812499761581421,0.6968749761581421,1128000,0.16312763094902039
1962-05-11,0.0,0.715624988079071,0.690625011920929,0.6968749761581421,540000,0.16312763094902039
1962-05-14,0.0,0.731249988079071,0.6937500238418579,0.731249988079071,792000,0.17117422819137573
1962-05-15,0.0,0.7562500238418579,0.7250000238418579,0.7406250238418579,1036000,0.17336875200271606
1962-05-16,0.0,0.753125011920929,0.731249988079071,0.7437499761581421,424000,0.17410017549991608
1962-05-17,0.0,0.7406250238418579,0.7250000238418579,0.731249988079071,40000,0.17117422819137573
1962-05-18,0.0,0.737500011920929,0.721875011920929,0.734375,208000,0.1719057559967041
1962-05-21,0.0,0.734375,0.7093750238418579,0.7093750238418579,212000,0.1660536378622055
1962-05-22,0.0,0.715624988079071,0.6875,0.6875,384000,0.16093310713768005
1962-05-23,0.0,0.7250000238418579,0.675000011920929,0.6781250238418579,1064000,0.15873847901821136
1962-05-24,0.0,0.703125,0.6781250238418579,0.6812499761581421,720000,0.1594701111316681
1962-05-25,0.0,0.6875,0.653124988079071,0.6625000238418579,904000,0.15508097410202026
1962-05-28,0.0,0.65625,0.6031249761581421,0.6031249761581421,1700000,0.1411820948123932
1962-05-29,0.0,0.6499999761581421,0.512499988079071,0.637499988079071,3132000,0.14922873675823212
1962-05-31,0.0,0.668749988079071,0.640625,0.643750011920929,1748000,0.15069188177585602
1962-06-01,0.0,0.6656249761581421,0.625,0.6499999761581421,772000,0.1521548479795456
1962-06-04,0.0,0.637499988079071,0.6031249761581421,0.612500011920929,588000,0.14337675273418427
1962-06-05,0.0,0.621874988079071,0.578125,0.6031249761581421,772000,0.1411820948123932
1962-06-06,0.0,0.643750011920929,0.6031249761581421,0.6187499761581421,564000,0.14483970403671265
